Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,07:30,94.28129504554045,5.273900495940919,0.05593793014185349,275.2075904072302,128.62480520105782,7.195005367846286,0.05593793014185349,275.2075904072302,74.83688072555495,4.186220206060315,0.05593793014185349,275.2075904072302,104.0208591614189,5.818711553067031,0.05593793014185349,275.2075904072302
August,1,08:00,91.46352689107432,4.8551025548380435,0.05308238944929468,277.06178199174167,132.8481237336112,7.051895841635638,0.05308238944929468,277.06178199174167,71.21949692840492,3.780501072336436,0.05308238944929468,277.06178199174167,106.42046757874664,5.649052705391067,0.05308238944929468,277.06178199174167
August,1,08:30,92.22928094099407,4.669381734046342,0.050627975046598196,278.7666888322846,139.7284773363668,7.07416986388474,0.050627975046598196,278.7666888322846,70.9780898850825,3.5934769635571606,0.050627975046598196,278.7666888322846,111.36214809754507,5.6380400550180845,0.050627975046598196,278.7666888322846
August,1,09:00,96.46230246266326,4.721947866067789,0.048951224939871904,280.1868893679825,149.0947635806367,7.298371309392769,0.048951224939871904,280.1868893679825,73.97128672401236,3.6209850955188894,0.048951224939871904,280.1868893679825,118.65984002636996,5.808544520460051,0.048951224939871904,280.1868893679825
August,1,09:30,103.46537795515651,4.988198395929832,0.0482112808604613,281.29890572502626,160.5189203929156,7.738822754480883,0.0482112808604613,281.29890572502626,79.50092549335336,3.832841447626667,0.0482112808604613,281.29890572502626,127.83710945733013,6.163190788436877,0.0482112808604613,281.29890572502626
August,1,10:00,112.14530301107987,5.419999986642798,0.048330155977261986,282.1580137680355,173.27735130654554,8.374521415972167,0.048330155977261986,282.1580137680355,86.51988774044855,4.181519669631076,0.048330155977261986,282.1580137680355,138.15709864530322,6.677154126893475,0.048330155977261986,282.1580137680355
August,1,10:30,121.26737087966957,5.946153890653806,0.04903341968676816,282.84629830038335,186.3997695728396,9.139818130981922,0.04903341968676816,282.84629830038335,93.8928210817352,4.603886101675355,0.04903341968676816,282.84629830038335,148.71793895038692,7.292149115505487,0.04903341968676816,282.84629830038335
August,1,11:00,129.7104154776304,6.47747033622058,0.049937935302795104,283.4212931831222,198.79854681321598,9.927588969048063,0.049937935302795104,283.4212931831222,100.63874270086778,5.025691021950578,0.049937935302795104,283.4212931831222,158.59168473216116,7.919741291715942,0.049937935302795104,283.4212931831222
August,1,11:30,136.65809907804143,6.923315558872533,0.05066158248636863,283.8831449781656,209.44477057754415,10.610803520952807,0.05066158248636863,283.8831449781656,106.09525367815414,5.374953445628011,0.05066158248636863,283.8831449781656,166.97125345810593,8.459027929920197,0.05066158248636863,283.8831449781656
August,1,12:00,141.68392236479608,7.2152713952193555,0.050925124564536475,284.1714026172301,217.54056408934346,11.078280324089347,0.050925124564536475,284.1714026172301,109.97057891812028,5.600265429839464,0.050925124564536475,284.1714026172301,173.28648973914628,8.824636075317295,0.050925124564536475,284.1714026172301
August,1,12:30,144.7198286086641,7.325666620766612,0.05061964688042782,284.1923845820898,222.63603272926528,11.269757359614779,0.05061964688042782,284.1923845820898,112.28395990832277,5.6837744008954125,0.05061964688042782,284.1923845820898,177.25848002714096,8.972761665535243,0.05061964688042782,284.1923845820898
August,1,13:00,145.9319911239133,7.270805005186484,0.04982324265700399,283.8676686486466,224.65416961100678,11.192999206436923,0.04982324265700399,283.8676686486466,113.22721615061633,5.641347065649199,0.04982324265700399,283.8676686486466,178.878537863622,8.912308798109315,0.04982324265700399,283.8676686486466
August,1,13:30,145.5529510768203,7.097883106464163,0.048764954979978556,283.1867147551031,223.8140865844747,10.914283856176931,0.048764954979978556,283.1867147551031,113.00151132909704,5.510513612632954,0.048764954979978556,283.1867147551031,178.32005116255044,8.695769266969245,0.048764954979978556,283.1867147551031
August,1,14:00,143.7296722865321,6.862868648910714,0.047748447065469206,282.24427442550683,220.47427362194043,10.527304183334996,0.047748447065469206,282.24427442550683,111.68775987966967,5.3329170904752425,0.047748447065469206,282.24427442550683,175.81143136120534,8.394722823854886,0.047748447065469206,282.24427442550683
August,1,14:30,140.43960580789627,6.608883525326283,0.047058545111315714,281.2468825580749,214.94396286563028,10.114950172917233,0.047058545111315714,281.2468825580749,109.19578373164256,5.138594714700976,0.047058545111315714,281.2468825580749,171.51085852128548,8.0710514728044,0.047058545111315714,281.2468825580749
August,1,15:00,135.50387363780675,6.352129099013326,0.04687784141132499,280.4814587021895,207.32394643988897,9.718899081979151,0.04687784141132499,280.4814587021895,105.3104252611923,4.936725414353366,0.04687784141132499,280.4814587021895,165.42449770901163,7.754743369151142,0.04687784141132499,280.4814587021895
August,1,15:30,128.69493076503267,6.079157935793168,0.047236964965561165,280.25045609061465,197.433725713854,9.326169984565533,0.047236964965561165,280.25045609061465,99.82034727356222,4.715210247011408,0.047236964965561165,280.25045609061465,157.39862078038968,7.435033135430915,0.047236964965561165,280.25045609061465
August,1,16:00,119.90478408245215,5.756871195963067,0.0480120225395208,280.78883610730384,184.85993886058108,8.875499551228655,0.0480120225395208,280.78883610730384,92.68680852329885,4.450081139936873,0.0480120225395208,280.78883610730384,147.19527713703894,7.067142963614524,0.0480120225395208,280.78883610730384
August,1,16:30,109.31818811417399,5.353198367260936,0.04896896353303948,282.18522054411807,169.12692557754093,8.281970251061683,0.04896896353303948,282.18522054411807,84.19379082464962,4.122882672600621,0.04896896353303948,282.18522054411807,134.63626644363956,6.5929984217031725,0.04896896353303948,282.18522054411807
August,1,17:00,97.52971040471424,4.8609867360924435,0.04984108653579557,284.3306491476534,149.95305566214532,7.473823223563954,0.04984108653579557,284.3306491476534,75.02245664575442,3.7392007538090173,0.04984108653579557,284.3306491476534,119.77797825930877,5.969864579504849,0.04984108653579557,284.3306491476534
August,1,17:30,85.55618598607418,4.313431735538201,0.05041636306976435,286.9128196185388,127.52642407847866,6.429418497329319,0.05041636306976435,286.9128196185388,66.21206679647551,3.3381715992105985,0.05041636306976435,286.9128196185388,103.06650790434257,5.196238482838073,0.05041636306976435,286.9128196185388
August,1,18:00,74.72377794939297,3.7816484074098304,0.05060836739238438,289.46271372683645,102.71957956751127,5.198470221143871,0.05060836739238438,289.46271372683645,59.00119087129432,2.9859539442026586,0.05060836739238438,289.46271372683645,85.42245050600178,4.32309075876551,0.05060836739238438,289.46271372683645
August,1,18:30,66.44422745130728,3.3547150014372584,0.05048918664748889,291.4468685651982,77.170026034254,3.8962518480350266,0.05048918664748889,291.4468685651982,54.57859526069046,2.755628883074753,0.05048918664748889,291.4468685651982,68.21863644752395,3.444303468436225,0.05048918664748889,291.4468685651982
August,1,19:00,61.9281718558854,3.1133451851420504,0.050273487684848725,292.3858293329485,53.180784753769444,2.673583527389219,0.050273487684848725,292.3858293329485,53.80254843301097,2.704841756060454,0.050273487684848725,292.3858293329485,53.138829327159456,2.6714742817662294,0.050273487684848725,292.3858293329485
August,1,19:30,61.905206371479515,3.1111667800423466,0.050256948686559895,291.97100082817906,33.437286807958344,1.6804560073253485,0.050256948686559895,291.97100082817906,56.96182156853997,2.862727343663094,0.050256948686559895,291.97100082817906,41.93508171946806,2.107529250142002,0.050256948686559895,291.97100082817906
August,1,20:00,66.42414784349421,3.3694061762996084,0.0507256214146467,290.15062475943,20.583135815868104,1.0440923549219805,0.0507256214146467,290.15062475943,63.64661522482015,3.2285141082179156,0.0507256214146467,290.15062475943,36.12854633770279,1.832642963787832,0.0507256214146467,290.15062475943
August,1,20:30,74.79096964575106,3.878788365472035,0.05186172052380113,287.1616395458469,16.736135607895164,0.8679647875450955,0.05186172052380113,287.1616395458469,72.77349674627112,3.7741587497948634,0.05186172052380113,287.1616395458469,36.71600065750789,1.9041549648513727,0.05186172052380113,287.1616395458469
August,1,21:00,85.66968817680925,4.5981723227220295,0.05367327021468899,283.4964541918815,23.047164341903652,1.2370166794053394,0.05367327021468899,283.4964541918815,82.77092982090105,4.442586482198281,0.05367327021468899,283.4964541918815,43.94736367616697,2.3587987258141174,0.05367327021468899,283.4964541918815
August,1,21:30,97.33114370981184,5.447556438113845,0.055969304689930235,279.8092386323983,39.40189869604504,2.2052968734807097,0.055969304689930235,279.8092386323983,91.8906786982104,5.143057394224619,0.055969304689930235,279.8092386323983,57.226826022435986,3.202945662087348,0.055969304689930235,279.8092386323983
August,1,22:00,107.99657723282047,6.305957806400203,0.058390348731198534,276.78131350766273,64.33877901963612,3.756763743896073,0.058390348731198534,276.78131350766273,98.57616402442825,5.755896593970193,0.058390348731198534,276.78131350766273,75.16457955460746,4.388886012427445,0.058390348731198534,276.78131350766273
August,1,22:30,116.19724963767233,7.028639697928056,0.06048886458022755,274.9757873745391,95.21170834277798,5.759248132398419,0.06048886458022755,274.9757873745391,101.80105451034186,6.157830200400432,0.06048886458022755,274.9757873745391,95.7735224911566,5.793231632338949,0.06048886458022755,274.9757873745391
August,1,23:00,121.06511527847536,7.486703130137516,0.061840300675520904,274.7149706984425,128.57320656116192,7.95100575255811,0.061840300675520904,274.7149706984425,101.29522239072989,6.264127009636494,0.061840300675520904,274.7149706984425,116.7735401098915,7.22131083134069,0.061840300675520904,274.7149706984425
August,1,23:30,122.48481230797236,7.61318773723956,0.06215617751935787,276.0093142796069,160.70560213477955,9.988845934644655,0.06215617751935787,276.0093142796069,97.60032523650258,6.066463141347119,0.06215617751935787,276.0093142796069,135.9426673869828,8.449676566560324,0.06215617751935787,276.0093142796069
August,2,00:00,121.07043981486692,7.429960849838949,0.06136890938201236,278.55475816920057,188.19581437796543,11.549371878635379,0.06136890938201236,278.55475816920057,91.93777150573426,5.642120768319564,0.06136890938201236,278.55475816920057,151.44518413937192,9.29402578179129,0.06136890938201236,278.55475816920057
August,2,00:30,117.97349364450288,7.038821376304381,0.059664431041729714,281.79932073078777,208.44093233479828,12.436509633563421,0.059664431041729714,281.79932073078777,85.91763120599431,5.126226582358813,0.059664431041729714,281.79932073078777,162.07354325259183,9.670025745083063,0.059664431041729714,281.79932073078777
August,2,01:00,114.5700456269387,6.582238208463956,0.057451650406921746,285.06346487231247,219.9889148837919,12.638726231301677,0.057451650406921746,285.06346487231247,81.15656502758142,4.6625786021912194,0.057451650406921746,285.06346487231247,167.36207213022547,9.615227259403735,0.057451650406921746,285.06346487231247
August,2,01:30,112.10509440222549,6.196493276295866,0.05527396689095384,287.686273065109,222.6569019080928,12.307130224110278,0.05527396689095384,287.686273065109,78.89592098667994,4.360890524449057,0.05527396689095384,287.686273065109,167.560239659489,9.261719139178886,0.05527396689095384,287.686273065109
August,2,02:00,111.38230178067519,5.979374454408305,0.053683344290930475,289.1638068187627,217.41937982014719,11.671799422405543,0.053683344290930475,289.1638068187627,79.71175219165924,4.279193436938175,0.053683344290930475,289.1638068187627,163.48451379299289,8.77639544018461,0.053683344290930475,289.1638068187627
August,2,02:30,112.57537862899244,5.978615305210799,0.05310766330988008,289.2485440646783,206.10771560159554,10.945899165738053,0.05310766330988008,289.2485440646783,83.38631563674316,4.428452375487544,0.05310766330988008,289.2485440646783,156.29287400354127,8.300349330313578,0.05310766330988008,289.2485440646783
August,2,03:00,115.20624365404207,6.191705633444073,0.05374453186788574,287.9887401134148,190.99973829251462,10.265191521419888,0.05374453186788574,287.9887401134148,88.97111745261834,4.781711057253652,0.05374453186788574,287.9887401134148,147.23909324699486,7.913296139211715,0.05374453186788574,287.9887401134148
August,2,03:30,118.29273194984054,6.566269633136107,0.05550864812151258,285.7013493925595,174.39482387396436,9.680420912633048,0.05550864812151258,285.7013493925595,95.02469807351535,5.274692528215738,0.05550864812151258,285.7013493925595,137.4623784579782,7.630350795770102,0.05550864812151258,285.7013493925595
August,2,04:00,120.62592672999318,7.001933696945056,0.058046672773905836,282.8880098472999,158.2633782694757,9.186662530501136,0.058046672773905836,282.8880098472999,99.9658972032308,5.802687723505847,0.058046672773905836,282.8880098472999,127.85305064105677,7.421444193707034,0.058046672773905836,282.8880098472999
August,2,04:30,121.10501911649368,7.3652093555439135,0.060816714363086395,280.11657158700564,144.03267573366526,8.759594099045366,0.060816714363086395,280.11657158700564,102.4559334924831,6.231033242015721,0.060816714363086395,280.11657158700564,119.01120884776587,7.237870694500197,0.060816714363086395,280.11657158700564
August,2,05:00,119.04407636405823,7.5251684063738695,0.06321329574905138,277.89761219495784,132.5316204468173,8.377760519405687,0.06321329574905138,277.89761219495784,101.7170123529535,6.4298675845771625,0.06321329574905138,277.89761219495784,111.28938349889025,7.034968712844948,0.06321329574905138,277.89761219495784
August,2,05:30,114.3734581292815,7.400791049141921,0.06470724213633963,276.58480109211973,124.0758381655603,8.0286053034482,0.06470724213633963,276.58480109211973,97.71246971726671,6.322704437734931,0.06470724213633963,276.58480109211973,104.88894432450938,6.787074317831075,0.06470724213633963,276.58480109211973
August,2,06:00,107.68643050445979,6.9959846964665005,0.06496626049998717,276.32029995662816,118.64214819321548,7.707736705798519,0.06496626049998717,276.32029995662816,91.14895701237975,5.921606885568396,0.06496626049998717,276.32029995662816,99.96883331400929,6.494601266957724,0.06496626049998717,276.32029995662816
August,2,06:30,100.12136892884408,6.4004590476470025,0.0639270029577381,277.03386529279584,116.06563761104294,7.4197283588529,0.0639270029577381,277.03386529279584,83.30559209910477,5.325476832515594,0.0639270029577381,277.03386529279584,96.72646713216638,6.183433150449557,0.0639270029577381,277.03386529279584
August,2,07:00,93.11139284088966,5.754451729842774,0.061801800555986525,278.490374885116,116.19621486561361,7.181135296485209,0.061801800555986525,278.490374885116,75.73694613293642,4.680679639627232,0.061801800555986525,278.490374885116,95.42334062007802,5.89733426538803,0.061801800555986525,278.490374885116
August,2,07:30,88.06566783271694,5.197617227863257,0.05901979007002216,280.3687992379679,118.97225262980194,7.021717374368552,0.05901979007002216,280.3687992379679,69.92567141647385,4.126998447505636,0.05901979007002216,280.3687992379679,96.3478210550916,5.6864281723755665,0.05901979007002216,280.3687992379679
August,2,08:00,86.06181701763205,4.829664348164687,0.05611854961388047,282.349122789268,124.39983204082955,6.98113814634169,0.05611854961388047,282.349122789268,66.9695390277245,3.7582333985460616,0.05611854961388047,282.349122789268,99.72884273239276,5.596638008812666,0.05611854961388047,282.349122789268
August,2,08:30,87.62340416861691,4.697875734481046,0.05361439422555134,284.18384316889615,132.45780694608436,7.101645079859339,0.05361439422555134,284.18384316889615,67.37500191068445,3.6122699133867107,0.05361439422555134,284.18384316889615,105.63051917138277,5.663316297104174,0.05361439422555134,284.18384316889615
August,2,09:00,92.63226089468735,4.806143130261791,0.05188411773438031,285.7370649301308,142.97225488490892,7.417989305198445,0.05188411773438031,285.7370649301308,70.99912042570074,3.6837267232045026,0.05188411773438031,285.7370649301308,113.86446364144342,5.9077572373347165,0.05188411773438031,285.7370649301308
August,2,09:30,100.38936085269768,5.1286033371500315,0.051087120124963074,286.9848036477599,155.51244564758974,7.944682991725208,0.051087120124963074,286.9848036477599,77.14224533487382,3.940975154132071,0.051087120124963074,286.9848036477599,123.95203851412364,6.332352681305084,0.051087120124963074,286.9848036477599
August,2,10:00,109.79979193190465,5.615784410389227,0.05114567442779864,287.981797676968,169.3522728063301,8.661636208560296,0.05114567442779864,287.981797676968,84.7558539837502,4.334895313702928,0.05114567442779864,287.981797676968,135.15430989840272,6.912558331577508,0.05114567442779864,287.981797676968
August,2,10:30,119.627248763664,6.194970133139378,0.051785610696256854,288.80956518675464,183.51910353431003,9.503648850953835,0.051785610696256854,288.80956518675464,92.70327617763452,4.800695770402563,0.051785610696256854,288.80956518675464,146.5674653787235,7.59008570283968,0.051785610696256854,288.80956518675464
August,2,11:00,128.74907929034126,6.775298358719621,0.05262405289470605,289.5250462336305,196.92313237849206,10.362893334476967,0.05262405289470605,289.5250462336305,100.00230067957388,5.262526360554195,0.05262405289470605,289.5250462336305,157.26175223054565,8.275750767694392,0.05262405289470605,289.5250462336305
August,2,11:30,136.3475756151807,7.2644816435208455,0.053279140540229974,290.12776847290434,208.5334433393604,11.110482635015867,0.053279140540229974,290.12776847290434,105.98939222567022,5.647023724165042,0.053279140540229974,290.12776847290434,166.4284213653946,8.867163251815471,0.053279140540229974,290.12776847290434
August,2,12:00,141.99498681064517,7.592741060707079,0.05347189524959948,290.5566390041996,217.5503335257916,11.632828645806557,0.05347189524959948,290.5566390041996,110.37173381578037,5.901785789114085,0.05347189524959948,290.5566390041996,173.49579470735907,9.27714896083792,0.05347189524959948,290.5566390041996
August,2,12:30,145.6221254430058,7.731611374459598,0.05309365833618208,290.7173138269026,223.52226292874064,11.867614658468813,0.05309365833618208,290.7173138269026,113.16762151522119,6.008483031447521,0.05309365833618208,290.7173138269026,178.18358273123204,9.460418262648867,0.05309365833618208,290.7173138269026
August,2,13:00,147.39415695243034,7.697332033438427,0.05222277594031524,290.53068995478196,226.37076266749932,11.821709618223094,0.05222277594031524,290.53068995478196,114.56802758794184,5.983060434648942,0.05222277594031524,290.53068995478196,180.4818720449305,9.425264365091051,0.05222277594031524,290.53068995478196
August,2,13:30,147.54273897078536,7.5377431661789,0.05108854030201671,289.9855307383274,226.3136680249116,11.562034949787927,0.05108854030201671,289.9855307383274,114.77336803927713,5.863603838672806,0.05108854030201671,289.9855307383274,180.56297449063896,9.224698799317025,0.05108854030201671,289.9855307383274
August,2,14:00,146.2140772109445,7.3099522243382165,0.049994859344439695,289.17587781825205,223.7083792362274,11.184268954087761,0.049994859344439695,289.17587781825205,113.86391022395338,5.692610176054458,0.049994859344439695,289.17587781825205,178.6543776018051,8.931800479470663,0.049994859344439695,289.17587781825205
August,2,14:30,143.38499071127188,7.058384098181776,0.04922679886624212,288.30754551388617,218.86322630697714,10.773936020630396,0.04922679886624212,288.30754551388617,111.74893028428306,5.501042114622115,0.04922679886624212,288.30754551388617,174.91349049391872,8.61043121553649,0.04922679886624212,288.30754551388617
August,2,15:00,138.87609578054935,6.800371477844223,0.048967185026500916,287.66672475911327,211.87828696670414,10.375083280996659,0.048967185026500916,287.66672475911327,108.21282646055163,5.298877495534466,0.048967185026500916,287.66672475911327,169.34586052091908,8.29239008559986,0.048967185026500916,287.66672475911327
August,2,15:30,132.45946787143674,6.523214771542032,0.04924687435611149,287.5551348451084,202.5725354309042,9.976064200364682,0.04924687435611149,287.5551348451084,103.04391910139537,5.074590937147735,0.04924687435611149,287.5551348451084,161.79729481710797,7.9680110490168445,0.04924687435611149,287.5551348451084
August,2,16:00,124.02685989178094,6.194173528928217,0.04994219424996258,288.2070006390748,190.5322688583518,9.515599582209902,0.04994219424996258,288.2070006390748,96.20322586536754,4.80460019364121,0.04994219424996258,288.2070006390748,152.02953031181985,7.592688334563482,0.04994219424996258,288.2070006390748
August,2,16:30,113.76289692202499,5.781351618353563,0.05081930730294429,289.71020762571993,175.28167033705566,8.907693069432206,0.05081930730294429,289.71020762571993,87.97458818787894,4.470807631969793,0.05081930730294429,289.71020762571993,139.86420519300404,7.107802024385329,0.05081930730294429,289.71020762571993
August,2,17:00,102.26214018760766,5.27792467674347,0.051611717367353316,291.9550622605137,156.539135129102,8.079253599213141,0.051611717367353316,291.9550622605137,79.0391279019468,4.079345130237368,0.051611717367353316,291.9550622605137,125.35769679445892,6.469926016777986,0.051611717367353316,291.9550622605137
August,2,17:30,90.54153970548377,4.717901685459668,0.052107592833148184,294.6285347918485,134.49296280868253,7.008104544958571,0.052107592833148184,294.6285347918485,70.43616362638006,3.6702589349724146,0.052107592833148184,294.6285347918485,108.95623522767434,5.677447141876371,0.052107592833148184,294.6285347918485
August,2,18:00,79.92749265114092,4.1738692964508255,0.05222069600842465,297.26088819739755,110.01608236643253,5.74511639329528,0.05222069600842465,297.26088819739755,63.40441959862325,3.3110229214503066,0.05222069600842465,297.26088819739755,91.58069472026526,4.782407619227312,0.05222069600842465,297.26088819739755
August,2,18:30,71.83209077044047,3.736941896576924,0.05202329288339061,299.31795225987037,84.74654952624819,4.408794566860777,0.05202329288339061,299.31795225987037,59.13291175862243,3.076288787466507,0.05202329288339061,299.31795225987037,74.60432589075123,3.881162696182472,0.05202329288339061,299.31795225987037
August,2,19:00,67.4664355574841,3.4900535273098745,0.051730219604327686,300.3195791542033,60.9881043163349,3.1549280295356494,0.051730219604327686,300.3195791542033,58.480250805132044,3.0251962166656416,0.051730219604327686,300.3195791542033,59.711450072934795,3.0888864251657653,0.051730219604327686,300.3195791542033
August,2,19:30,67.56069657931869,3.4886528894436095,0.051637313794534456,299.95649771656826,41.42705838311521,2.139182013313419,0.051637313794534456,299.95649771656826,61.73564031636723,3.187862631322767,0.051637313794534456,299.95649771656826,48.65481103292373,2.51240374492086,0.051637313794534456,299.95649771656826
August,2,20:00,72.1643715925193,3.754768292203788,0.052030776536173905,298.17629350281857,28.70805203942018,1.493702240451923,0.052030776536173905,298.17629350281857,68.48980060858882,3.5635775104725926,0.052030776536173905,298.17629350281857,42.95638163256537,2.2350538935266138,0.052030776536173905,298.17629350281857
August,2,20:30,80.5842174434891,4.278454750972587,0.053092961459518036,295.21527128753723,24.95007580236485,1.3246734129870106,0.053092961459518036,295.21527128753723,77.65990307934301,4.123194241141465,0.053092961459518036,295.21527128753723,43.61388357499372,2.3155902397470483,0.053092961459518036,295.21527128753723
August,2,21:00,91.48513224452805,5.016314711959849,0.05483202121358782,291.5652315881179,31.30533790438622,1.7165349520718403,0.05483202121358782,291.5652315881179,87.67509642548912,4.807402747105777,0.05483202121358782,291.5652315881179,50.878298894003564,2.7897599642672652,0.05483202121358782,291.5652315881179
August,2,21:30,103.13893161546142,5.8848091377005876,0.05705710778196973,287.8797635923858,47.66098143073077,2.7193977544876633,0.05705710778196973,287.8797635923858,96.78790728926364,5.522438058194809,0.05705710778196973,287.8797635923858,64.15499442720541,3.6604984317847262,0.05705710778196973,287.8797635923858
August,2,22:00,113.7679206302604,6.758821668528354,0.05940885296211187,284.8396374459315,72.55704202927616,4.310530641283038,0.05940885296211187,284.8396374459315,103.44259228060196,6.14540575481797,0.05940885296211187,284.8396374459315,82.05544544825263,4.8748198933758315,0.05940885296211187,284.8396374459315
August,2,22:30,121.90450783262115,7.489790431642369,0.06143981518654006,283.0074439003031,103.34913905213836,6.349752003051411,0.06143981518654006,283.0074439003031,106.61372560422376,6.550327597472002,0.06143981518654006,283.0074439003031,102.59393448105939,6.303352373776289,0.06143981518654006,283.0074439003031
August,2,23:00,126.68187340134237,7.946187428371711,0.06272552824662846,282.70501064384,136.59162156452126,8.567781616698163,0.06272552824662846,282.70501064384,106.0321502914387,6.650922638156391,0.06272552824662846,282.70501064384,123.49182542067845,7.746089983652476,0.06272552824662846,282.70501064384
August,2,23:30,127.9859538489052,8.060246566841943,0.06297758718396183,283.94234297689843,168.56875152884538,10.61605324589946,0.06297758718396183,283.94234297689843,102.24055557840427,6.43886350267565,0.06297758718396183,283.94234297689843,142.52871930667092,8.976114846354292,0.06297758718396183,283.94234297689843
August,3,00:00,126.43221332001939,7.855039979892468,0.06212847006015906,286.41497486732,195.8694772368644,12.169070952209537,0.06212847006015906,286.41497486732,96.46143786213409,5.993001554177492,0.06212847006015906,286.41497486732,157.87054232393652,9.808255262153764,0.06212847006015906,286.41497486732
